id_registro,edad,genero,horas_diarias_juego,genero_juego,juego_principal,plataforma_juego,horas_sueno,calidad_sueno,frecuencia_interrupcion_sueno,rendimiento_academico_laboral,promedio_calificaciones,puntaje_productividad,estado_animo,frecuencia_cambios_humor,sintomas_abstinencia,perdida_otros_intereses,continuo_pese_problemas,fatiga_visual,dolor_espalda_cuello,cambio_peso_kg,horas_ejercicio_semanal,puntaje_aislamiento_social,horas_socializacion_presencial,gasto_mensual_juegos_usd,anos_jugando,nivel_riesgo_adiccion
GD0059,23,Masculino,0.6,Battle Royale,Warzone,Móvil,7.2,Buena,Rara vez,Bueno,,4,Emocionado,A veces,NO,NO,NO,NO,NO,0,8.8,1,11.1,39.51,10,Bajo
GD0062,13,Masculino,8.9,RPG,Cyberpunk 2077,Móvil,4.2,Muy Mala,Aveces,Por debajo del promedio,3.91,,Inquieto,Nunca,SI,SI,NO,SI,SI,2.1,3.6,5,2.3,417.13,3,Severo
GD0066,18,Masculino,4.4,Juegos móviles,Candy Crush,PC,6.6,Mala,Frecuentemente,Por debajo del promedio,1.4,,Normal,Diariamente,NO,NO,NO,NO,NO,0,8.3,1,11.3,45.33,5,Bajo
GD0068,22,Masculino,7,MMO,Elder Scrolls Online,Multi-plataforma,4,Muy Mala,Aveces,Deficiente,3.54,2,Irritable,Diariamente,SI,NO,NO,SI,SI,1,5.8,5,5.3,119.22,4,Moderado
GD0071,25,Masculino,4.8,MMO,Elder Scrolls Online,Multi-plataforma,6.8,Regular,Nunca,Promedio,,7,Eufórico,Nunca,NO,NO,NO,NO,NO,1.6,5.8,2,10,132.26,11,Bajo
GD0072,23,Masculino,2.6,Juegos móviles,Clash of Clans,Consola,8.8,Regular,Nunca,Bueno,,5,Emocionado,A veces,NO,NO,NO,NO,NO,0.4,8.9,1,11.2,7.76,3,Bajo
GD0074,20,Masculino,5,MMO,Final Fantasy XIV,Consola,6.9,Mala,Aveces,Excelente,1.55,9,Normal,Nunca,NO,NO,NO,NO,NO,0.9,7.7,4,6.8,85.67,8,Bajo
GD0075,19,Masculino,3.5,Battle Royale,PUBG,Multi-plataforma,8,Buena,Frecuentemente,Promedio,1.87,4,Emocionado,Rara vez,NO,NO,NO,NO,NO,0.4,6.7,2,11.4,39.95,3,Bajo
GD0076,33,Masculino,5.2,Battle Royale,Apex Legends,Multi-plataforma,6.9,Regular,Frecuentemente,Bueno,,3,Eufórico,Diariamente,NO,NO,NO,SI,NO,2,9,6,6.9,73.02,8,Bajo
GD0077,17,Masculino,9.4,Strategy,Civilization VI,PC,3.1,Mala,Frecuentemente,Deficiente,1.01,,Deprimido,Nunca,SI,NO,SI,SI,SI,1.3,4.7,6,1.8,364.97,1,Severo
GD0083,18,Masculino,9.3,RPG,Elden Ring,Multi-plataforma,5.5,Insomnio,Rara vez,Deficiente,1.42,,Irritable,A veces,SI,NO,NO,NO,SI,0.9,6.3,6,1.5,404.23,2,Alto
GD0084,20,Masculino,6.4,RPG,Elden Ring,Multi-plataforma,6.8,Regular,Rara vez,Promedio,2.95,8,Normal,Nunca,NO,SI,NO,NO,SI,1.5,7.6,5,7.5,91.02,8,Moderado
GD0085,26,Masculino,1.1,Juegos móviles,PUBG Mobile,Multi-plataforma,7.6,Buena,Aveces,Bueno,,5,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.4,9.5,1,15.5,24.99,10,Bajo
GD0086,22,Masculino,3,Battle Royale,Warzone,Móvil,8.8,Mala,Rara vez,Bueno,2.4,5,Normal,Rara vez,NO,NO,NO,NO,NO,1.1,7.1,2,8.5,34.92,11,Bajo
GD0087,14,Masculino,7.5,MMO,Final Fantasy XIV,Multi-plataforma,4.8,Regular,Nunca,Deficiente,1.29,,Enojado,Frecuentemente,SI,SI,NO,SI,NO,0.7,7.9,5,6.6,123.8,3,Alto
GD0088,17,Masculino,6.1,FPS,Call of Duty,PC,6.7,Regular,Frecuentemente,Promedio,3.06,,Normal,A veces,NO,SI,NO,SI,SI,1.8,5.6,4,9.8,71.69,1,Moderado
GD0091,20,Masculino,10.3,MMO,World of Warcraft,PC,5.8,Mala,Rara vez,Por debajo del promedio,1.5,1,Enojado,A veces,NO,NO,NO,NO,SI,4.5,3.6,8,1.6,499.27,4,Moderado
GD0095,22,Masculino,1.7,RPG,Skyrim,Consola,7.3,Regular,Rara vez,Promedio,1.41,7,Normal,Nunca,NO,NO,NO,NO,NO,0.4,10.8,1,14.1,24.1,5,Bajo
GD0096,19,Masculino,7,Juegos móviles,Candy Crush,Móvil,4.9,Mala,Frecuentemente,Reprobando,3.92,4,Inquieto,Diariamente,SI,SI,NO,SI,SI,0.4,4.6,6,8.8,115.12,1,Alto
GD0097,19,Masculino,3.2,MOBA,Mobile Legends,Móvil,7.3,Regular,Frecuentemente,Promedio,2.05,9,Inquieto,Rara vez,NO,NO,NO,NO,NO,0.5,9.1,2,14.4,15.77,1,Bajo
GD0098,23,Masculino,10.4,RPG,Cyberpunk 2077,Móvil,5.6,Mala,Frecuentemente,Deficiente,,10,Ansioso,Rara vez,NO,SI,SI,NO,NO,4.1,3.7,5,3.9,197.03,5,Severo
GD0099,31,Masculino,5.1,MOBA,Mobile Legends,PC,6.5,Regular,Frecuentemente,Promedio,,1,Enojado,Frecuentemente,NO,NO,NO,SI,NO,0.9,7.4,2,10.9,72.27,12,Bajo
GD0101,21,Masculino,5.4,FPS,Valorant,PC,6.6,Regular,Rara vez,Reprobando,3.51,4,Normal,Rara vez,NO,NO,NO,SI,NO,1.3,5.7,1,11.2,33.12,11,Bajo
GD0102,19,Masculino,6.1,RPG,Elden Ring,Consola,5.5,Buena,Siempre,Promedio,3.22,7,Normal,Rara vez,NO,NO,NO,SI,NO,0.6,8.1,5,7.9,110.19,3,Bajo
GD0109,19,Masculino,4.6,Battle Royale,Fortnite,Consola,5.3,Regular,Aveces,Excelente,2.21,4,Irritable,Diariamente,NO,NO,NO,NO,NO,0.2,6.8,2,11.3,85.23,8,Bajo
GD0110,26,Masculino,12,RPG,Cyberpunk 2077,PC,4.4,Mala,Nunca,Reprobando,,2,Irritable,A veces,SI,NO,SI,SI,SI,1.8,5.2,9,2.5,326.96,15,Severo
GD0113,16,Masculino,3.6,Strategy,Age of Empires,Multi-plataforma,6.9,Regular,Frecuentemente,Por debajo del promedio,3.82,,Irritable,Frecuentemente,NO,NO,NO,NO,NO,0.2,9.9,1,9.6,40.4,5,Bajo
GD0115,23,Masculino,3.2,Juegos móviles,Genshin Impact,Consola,8.4,Regular,Rara vez,Excelente,,9,Normal,Diariamente,NO,NO,NO,NO,NO,0.3,10,3,11.7,49.01,5,Bajo
GD0117,15,Masculino,13,Battle Royale,Apex Legends,Multi-plataforma,5.4,Muy Mala,Aveces,Por debajo del promedio,2.6,,Deprimido,A veces,NO,SI,SI,NO,SI,3.4,4,9,0.9,224.87,3,Severo
GD0118,15,Masculino,5.7,RPG,Skyrim,Consola,5.5,Mala,Nunca,Por debajo del promedio,1.32,,Ansioso,Diariamente,NO,SI,NO,SI,SI,3,7.7,4,9.1,61.16,1,Moderado
GD0120,19,Masculino,4.8,Juegos móviles,Clash of Clans,Consola,6.3,Mala,Aveces,Promedio,2.86,6,Normal,Frecuentemente,NO,NO,NO,SI,NO,3,6.9,4,9.9,29.59,1,Bajo
GD0121,23,Masculino,11.8,Battle Royale,Fortnite,PC,3.8,Muy Mala,Frecuentemente,Deficiente,,6,Eufórico,A veces,SI,NO,NO,SI,SI,6.1,5.4,8,2.5,391.88,1,Alto
GD0122,17,Masculino,6,FPS,Overwatch,Móvil,6.7,Mala,Aveces,Excelente,3.71,,Enojado,Frecuentemente,NO,SI,NO,SI,SI,2.2,7.6,5,10.4,147.47,7,Moderado
GD0123,18,Masculino,2.6,MOBA,Mobile Legends,Multi-plataforma,7.3,Regular,Frecuentemente,Bueno,1.1,,Normal,Nunca,NO,NO,NO,NO,NO,0.9,7.8,2,12.6,37.3,1,Bajo
GD0126,19,Masculino,5,Juegos móviles,Clash of Clans,Multi-plataforma,6.7,Mala,Siempre,Bueno,1.11,10,Normal,A veces,NO,NO,NO,SI,NO,1.5,8.9,3,11.8,143.86,9,Bajo
GD0127,22,Masculino,5.6,Battle Royale,Warzone,Consola,5.1,Mala,Rara vez,Por debajo del promedio,1.69,4,Ansioso,Diariamente,NO,NO,NO,NO,NO,4.4,8.3,5,5.7,44.63,1,Bajo
GD0129,35,Masculino,3.1,MOBA,League of Legends,Consola,7.6,Buena,Siempre,Por debajo del promedio,,9,Emocionado,Diariamente,NO,NO,NO,NO,NO,1.8,7.8,3,8.7,27.92,15,Bajo
GD0132,16,Masculino,5.2,Juegos móviles,Clash of Clans,PC,5.7,Regular,Aveces,Promedio,1.03,,Ansioso,Nunca,NO,NO,NO,SI,NO,0.4,9.1,2,6.7,20.36,4,Bajo
GD0133,13,Masculino,4,Battle Royale,PUBG,Consola,5.1,Mala,Siempre,Promedio,1.42,,Ansioso,Diariamente,NO,NO,NO,NO,NO,0.4,6.4,2,12.1,27.46,1,Bajo
GD0134,26,Masculino,8.3,RPG,Elden Ring,Multi-plataforma,5.4,Mala,Frecuentemente,Promedio,,4,Retraído,Nunca,NO,SI,SI,SI,NO,4.4,7.6,5,3.5,49.13,1,Alto
GD0136,24,Masculino,7.9,MMO,Final Fantasy XIV,Consola,4.6,Buena,Frecuentemente,Promedio,,2,Retraído,Rara vez,SI,SI,NO,SI,SI,0.9,5.3,5,5,30.7,11,Alto
GD0137,19,Masculino,8,RPG,Cyberpunk 2077,Consola,3.4,Mala,Frecuentemente,Por debajo del promedio,2.1,4,Inquieto,Frecuentemente,SI,SI,SI,SI,NO,1.4,4.1,7,6.4,104.41,9,Severo
GD0138,19,Masculino,9.3,Juegos móviles,Clash of Clans,Multi-plataforma,4.8,Muy Mala,Siempre,Por debajo del promedio,3.59,2,Eufórico,A veces,SI,NO,SI,SI,SI,2.7,4,7,5.7,113.26,2,Severo
GD0139,20,Masculino,10.2,RPG,Elden Ring,Móvil,5.1,Mala,Nunca,Deficiente,3.47,7,Irritable,Diariamente,NO,NO,NO,NO,SI,1.8,3,7,4.5,314.14,6,Moderado
GD0140,24,Masculino,7.2,MOBA,Dota 2,Consola,4.6,Insomnio,Aveces,Deficiente,,1,Inquieto,Nunca,SI,SI,NO,SI,SI,3.4,7.5,5,6.7,83.77,5,Alto
GD0141,15,Masculino,7,MOBA,League of Legends,PC,4.7,Regular,Nunca,Promedio,1.91,,Ansioso,Nunca,SI,NO,NO,SI,SI,3.2,6.3,4,8.9,80.95,4,Moderado
GD0142,21,Masculino,8.2,Juegos móviles,Clash of Clans,Multi-plataforma,3.7,Mala,Frecuentemente,Deficiente,1.78,8,Enojado,Frecuentemente,SI,NO,NO,SI,SI,0.8,4,4,5.5,52.5,1,Moderado
GD0143,22,Masculino,4.4,FPS,CS:GO,Móvil,5.2,Mala,Frecuentemente,Bueno,1.85,7,Inquieto,Nunca,NO,NO,NO,NO,NO,1.4,9.3,3,8,21.43,5,Bajo
GD0144,20,Masculino,5.8,MOBA,League of Legends,Multi-plataforma,6,Regular,Aveces,Bueno,1.08,5,Normal,Diariamente,NO,SI,NO,NO,SI,2.6,6,5,6.6,111.06,10,Moderado
GD0145,21,Masculino,9.7,Battle Royale,PUBG,Móvil,4.5,Insomnio,Nunca,Por debajo del promedio,3.37,8,Eufórico,A veces,SI,NO,NO,NO,NO,0.5,3.7,8,2.5,276.24,7,Alto
GD0147,18,Masculino,8.9,Strategy,Civilization VI,Consola,3.5,Buena,Siempre,Bueno,1.34,,Enojado,Nunca,SI,NO,NO,SI,SI,2.7,4.9,5,5.1,342.1,2,Alto
GD0149,18,Masculino,3.9,RPG,Cyberpunk 2077,Multi-plataforma,6.5,Mala,Nunca,Por debajo del promedio,2.73,,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.3,9.4,3,10.9,23.79,6,Bajo
GD0150,19,Masculino,10.4,Strategy,StarCraft II,Móvil,5.1,Muy Mala,Frecuentemente,Reprobando,1.76,3,Retraído,A veces,SI,SI,NO,NO,SI,5,5.6,8,5.9,412.09,5,Severo
GD0151,19,Masculino,5.3,MOBA,League of Legends,Multi-plataforma,6.4,Mala,Rara vez,Promedio,1.43,8,Irritable,Nunca,NO,NO,NO,SI,NO,2.4,7.9,4,9.6,39.82,1,Bajo
GD0152,16,Masculino,4.8,MOBA,League of Legends,Consola,5.3,Regular,Nunca,Excelente,1.61,,Deprimido,Diariamente,NO,NO,NO,SI,NO,0.9,7.5,4,9.4,69.97,2,Bajo
GD0154,17,Masculino,10.6,RPG,Elden Ring,Móvil,4.1,Insomnio,Frecuentemente,Deficiente,1.06,,Enojado,Frecuentemente,NO,SI,SI,NO,SI,1.8,6.2,8,3,247.77,1,Severo
GD0155,17,Masculino,6.7,FPS,Call of Duty,Móvil,5.3,Insomnio,Frecuentemente,Promedio,1.21,,Inquieto,Nunca,NO,NO,NO,SI,SI,1.4,8.1,4,8.6,34.13,1,Bajo
GD0156,20,Masculino,6.9,Battle Royale,Fortnite,Consola,4.7,Insomnio,Siempre,Por debajo del promedio,3.29,2,Inquieto,A veces,SI,NO,NO,NO,NO,1.1,8,4,6.4,59.03,10,Moderado
GD0158,22,Masculino,9,MOBA,Mobile Legends,Consola,5.3,Mala,Aveces,Deficiente,1.11,2,Deprimido,Nunca,SI,NO,NO,NO,SI,3.3,7.2,5,1.6,168.77,12,Alto
GD0160,18,Masculino,10.4,MOBA,Mobile Legends,PC,4.7,Mala,Nunca,Deficiente,3.55,,Ansioso,Diariamente,SI,SI,NO,SI,SI,1,6.6,6,5.7,326.87,5,Severo
GD0161,19,Masculino,12.2,MOBA,Dota 2,Móvil,5.9,Regular,Frecuentemente,Por debajo del promedio,3.72,10,Deprimido,A veces,SI,SI,NO,NO,SI,2.1,4.7,7,0.5,473.21,5,Severo
GD0162,27,Masculino,4.3,Strategy,StarCraft II,PC,5.3,Muy Mala,Rara vez,Bueno,,5,Normal,Diariamente,NO,NO,NO,NO,NO,2.8,7.9,2,8,44.35,7,Bajo
GD0164,18,Masculino,7.7,Strategy,Civilization VI,Multi-plataforma,5.6,Mala,Aveces,Por debajo del promedio,3.22,,Ansioso,Diariamente,NO,SI,SI,SI,SI,0.3,4.8,7,5.6,110.52,5,Alto
GD0166,18,Masculino,7.2,Strategy,Civilization VI,PC,3.9,Mala,Frecuentemente,Por debajo del promedio,3.97,,Deprimido,Nunca,SI,NO,NO,SI,SI,0.4,4.6,6,5.2,130.82,7,Moderado
GD0167,21,Masculino,5.1,RPG,Skyrim,Multi-plataforma,5.8,Regular,Nunca,Bueno,2.72,10,Irritable,Nunca,NO,NO,NO,NO,NO,1.1,7.3,3,11.3,20.68,5,Bajo
GD0168,25,Masculino,5.8,MOBA,Dota 2,Móvil,5.3,Regular,Rara vez,Por debajo del promedio,,3,Emocionado,Rara vez,NO,SI,NO,SI,NO,0.5,6.6,5,9.2,55.18,11,Moderado
GD0169,21,Masculino,7.6,FPS,Overwatch,Móvil,5.6,Muy Mala,Frecuentemente,Deficiente,1.5,9,Eufórico,Rara vez,SI,NO,SI,SI,SI,0.7,4.7,6,4.6,38.69,6,Alto
GD0170,23,Masculino,2.6,FPS,Call of Duty,Móvil,8.3,Mala,Siempre,Bueno,,4,Normal,Nunca,NO,NO,NO,NO,NO,0.4,8.8,1,14,6.45,3,Bajo
GD0171,21,Masculino,1.3,Battle Royale,Warzone,PC,8.4,Regular,Rara vez,Bueno,1.44,5,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.5,9.6,1,12.6,15.07,8,Bajo
GD0172,24,Masculino,6.2,RPG,Cyberpunk 2077,Multi-plataforma,5.9,Regular,Frecuentemente,Promedio,,10,Ansioso,Rara vez,NO,SI,NO,NO,NO,0.8,6.5,6,4.9,135.88,14,Moderado
GD0173,21,Masculino,9.1,RPG,Elden Ring,PC,3.2,Muy Mala,Nunca,Promedio,2.92,1,Irritable,Rara vez,SI,SI,NO,SI,SI,1.4,4.9,7,3.8,396.01,1,Severo
GD0174,22,Masculino,10.1,MOBA,Dota 2,Multi-plataforma,3.4,Mala,Aveces,Por debajo del promedio,1.1,2,Enojado,A veces,SI,SI,NO,SI,NO,2.8,4.2,8,2,358.37,3,Severo
GD0175,25,Masculino,7.9,FPS,Valorant,Multi-plataforma,5.1,Regular,Aveces,Promedio,,6,Enojado,Rara vez,SI,NO,NO,SI,NO,0.5,7.4,5,3.3,53.96,7,Moderado
GD0177,19,Masculino,4.6,Strategy,StarCraft II,PC,5.9,Regular,Rara vez,Por debajo del promedio,2.1,6,Normal,Nunca,NO,NO,NO,NO,NO,1,8.5,3,9,10.06,1,Bajo
GD0178,21,Masculino,5.7,MMO,Final Fantasy XIV,Multi-plataforma,5.7,Buena,Siempre,Promedio,3.84,4,Enojado,Nunca,NO,SI,NO,NO,SI,2.4,7.3,3,9.4,123.33,8,Moderado
GD0183,28,Masculino,11,RPG,Skyrim,Multi-plataforma,3.3,Muy Mala,Aveces,Promedio,,7,Ansioso,Diariamente,SI,SI,SI,SI,NO,2.4,5.5,5,0.3,207.35,4,Severo
GD0184,19,Masculino,11,Juegos móviles,PUBG Mobile,PC,3.7,Regular,Frecuentemente,Deficiente,3.52,8,Irritable,Nunca,SI,NO,NO,NO,NO,8,6.3,8,0.4,484.09,8,Alto
GD0185,24,Masculino,10.5,MMO,Final Fantasy XIV,Multi-plataforma,4.5,Muy Mala,Frecuentemente,Deficiente,,4,Ansioso,Frecuentemente,SI,SI,NO,NO,SI,3.1,3.3,6,3.6,240.74,10,Severo
GD0188,24,Masculino,11.2,MMO,Final Fantasy XIV,Móvil,4,Muy Mala,Nunca,Deficiente,,10,Enojado,Diariamente,SI,SI,SI,SI,NO,3.5,5,8,0.7,246.83,8,Severo
GD0189,21,Masculino,4.4,FPS,Call of Duty,Multi-plataforma,6.6,Regular,Rara vez,Por debajo del promedio,3.23,9,Enojado,Rara vez,NO,NO,NO,NO,NO,1.7,9,3,8.8,45.31,8,Bajo
GD0190,17,Masculino,6.3,Juegos móviles,PUBG Mobile,Móvil,5,Mala,Rara vez,Promedio,3.5,,Retraído,Nunca,NO,NO,NO,SI,SI,0.3,7.6,3,8.2,41.6,5,Bajo
GD0191,18,Masculino,4.2,FPS,Valorant,Móvil,6.1,Mala,Nunca,Promedio,1.64,,Normal,Rara vez,NO,NO,NO,NO,NO,0.6,7.2,1,9.5,6.99,7,Bajo
GD0192,20,Masculino,3.9,MMO,Elder Scrolls Online,Consola,6.3,Buena,Nunca,Bueno,3.5,9,Enojado,Frecuentemente,NO,NO,NO,NO,NO,0,7.9,2,9,36.21,2,Bajo
GD0194,24,Masculino,8.8,Strategy,Civilization VI,Móvil,4.1,Muy Mala,Aveces,Bueno,,6,Irritable,Nunca,SI,SI,SI,SI,SI,0.9,4.4,7,2.6,67.73,11,Severo
GD0196,19,Masculino,5.2,MOBA,Mobile Legends,Multi-plataforma,6.5,Mala,Nunca,Bueno,1.85,8,Enojado,Diariamente,NO,NO,NO,SI,NO,1.8,8.8,1,6.2,89.91,2,Bajo
GD0197,20,Masculino,6.6,FPS,Overwatch,Móvil,5.1,Muy Mala,Frecuentemente,Reprobando,1.77,5,Irritable,Nunca,SI,SI,NO,SI,SI,1.6,7.4,6,5.5,56.6,5,Alto
GD0199,18,Masculino,3.6,MOBA,Dota 2,Consola,6.1,Mala,Siempre,Por debajo del promedio,2.02,,Inquieto,Diariamente,NO,NO,NO,NO,NO,0.2,7.1,3,10.1,8.29,1,Bajo
GD0201,27,Masculino,4.3,Battle Royale,Warzone,Multi-plataforma,5.5,Regular,Nunca,Por debajo del promedio,,2,Normal,Rara vez,NO,NO,NO,NO,NO,1.2,8.8,3,12.6,4.81,2,Bajo
GD0202,16,Masculino,8.7,RPG,Elden Ring,Consola,3.6,Mala,Aveces,Por debajo del promedio,1.3,,Deprimido,Rara vez,SI,NO,NO,SI,SI,0.9,6.9,7,6.4,178.36,6,Alto
GD0203,21,Masculino,12,Juegos móviles,Genshin Impact,Móvil,3.8,Muy Mala,Aveces,Promedio,1.31,5,Deprimido,Rara vez,NO,NO,NO,SI,SI,0.9,2.8,9,1.1,389.7,2,Moderado
GD0204,22,Masculino,5.4,MMO,World of Warcraft,Móvil,5.5,Buena,Frecuentemente,Por debajo del promedio,1.07,1,Emocionado,Rara vez,NO,NO,NO,NO,NO,0.3,6.4,3,10.9,39.77,3,Bajo
GD0207,21,Masculino,2.7,MMO,Elder Scrolls Online,PC,8.2,Buena,Frecuentemente,Bueno,3.69,3,Enojado,A veces,NO,NO,NO,NO,NO,0.6,6.8,1,12,12.31,11,Bajo
GD0208,20,Masculino,7.2,Strategy,Civilization VI,Móvil,4.3,Muy Mala,Siempre,Reprobando,2.58,8,Irritable,A veces,SI,SI,NO,NO,SI,0.6,8,5,3.6,123.4,1,Alto
GD0209,27,Masculino,3.9,Strategy,StarCraft II,Multi-plataforma,6.9,Mala,Siempre,Por debajo del promedio,,6,Emocionado,Nunca,NO,NO,NO,NO,NO,0.1,6.1,1,11.2,18.05,7,Bajo
GD0211,21,Masculino,5.1,MOBA,Dota 2,PC,6.7,Regular,Siempre,Bueno,1.28,1,Irritable,Nunca,NO,NO,NO,SI,NO,1.4,9.2,4,7.2,47.43,7,Bajo
GD0212,21,Masculino,8.8,MMO,Elder Scrolls Online,Multi-plataforma,5.6,Mala,Rara vez,Por debajo del promedio,3.2,10,Enojado,Nunca,NO,SI,SI,SI,SI,3.6,5.9,5,5.7,462.75,4,Severo
GD0213,19,Masculino,5.2,Strategy,StarCraft II,Móvil,6.3,Buena,Rara vez,Bueno,3.7,2,Inquieto,Frecuentemente,NO,NO,NO,SI,NO,2,7.9,2,8.5,60.25,1,Bajo
GD0214,20,Masculino,6.2,Juegos móviles,PUBG Mobile,Consola,5.3,Regular,Nunca,Bueno,2.19,3,Enojado,Nunca,NO,NO,NO,SI,SI,0.1,6.7,3,10.6,109.33,1,Bajo
GD0216,19,Masculino,9.3,Juegos móviles,Genshin Impact,Multi-plataforma,5.2,Muy Mala,Aveces,Deficiente,2.92,8,Inquieto,Rara vez,NO,NO,SI,SI,SI,0.6,5.9,5,2.7,371.68,2,Alto
GD0217,20,Masculino,11.3,Strategy,StarCraft II,Móvil,5.9,Regular,Rara vez,Deficiente,2.86,2,Ansioso,Rara vez,SI,NO,NO,SI,SI,4.4,2.6,6,3.7,485.6,3,Alto
GD0218,22,Masculino,11,FPS,Overwatch,Móvil,4.3,Muy Mala,Rara vez,Deficiente,3.23,4,Ansioso,Frecuentemente,SI,NO,SI,NO,SI,3.6,3.5,10,0,96.98,9,Severo
GD0220,17,Masculino,4.6,RPG,Skyrim,PC,5.7,Regular,Siempre,Promedio,3.24,,Normal,A veces,NO,NO,NO,SI,NO,1.4,7.2,3,9.1,17.42,2,Bajo
GD0221,20,Masculino,3.2,MOBA,Dota 2,Multi-plataforma,7.2,Buena,Frecuentemente,Bueno,3.65,9,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,1.4,9.4,3,12.2,17.98,2,Bajo
GD0222,16,Masculino,5.1,MMO,Final Fantasy XIV,Multi-plataforma,6.6,Buena,Aveces,Promedio,1.35,,Inquieto,A veces,NO,NO,NO,SI,NO,2.6,8,3,7.2,130.26,1,Bajo
GD0223,17,Masculino,2.7,MOBA,Dota 2,Consola,8.6,Buena,Rara vez,Excelente,1.44,,Deprimido,Rara vez,NO,NO,NO,NO,NO,0.8,9.1,1,11.6,43.38,4,Bajo
GD0225,18,Masculino,4.1,Strategy,StarCraft II,Multi-plataforma,5.8,Regular,Nunca,Excelente,3.01,,Ansioso,Nunca,NO,NO,NO,NO,NO,0.2,8.9,3,9.9,34.75,1,Bajo
GD0227,19,Masculino,7.1,MMO,Final Fantasy XIV,Consola,4.3,Muy Mala,Siempre,Por debajo del promedio,2.45,4,Eufórico,Frecuentemente,NO,SI,NO,NO,SI,0.1,8.5,5,3.7,79,5,Moderado
GD0230,19,Masculino,8.7,Battle Royale,Fortnite,Consola,3.3,Mala,Rara vez,Por debajo del promedio,3.47,2,Normal,Rara vez,SI,NO,NO,NO,NO,1.6,6.4,5,3.2,362.26,6,Alto
GD0231,19,Masculino,8.2,Battle Royale,PUBG,Multi-plataforma,5.9,Mala,Frecuentemente,Deficiente,2.47,7,Deprimido,A veces,SI,NO,SI,NO,SI,0.9,5.4,5,4,18.61,6,Alto
GD0233,27,Masculino,6,MOBA,Dota 2,PC,5.7,Buena,Frecuentemente,Por debajo del promedio,,3,Deprimido,Diariamente,NO,NO,NO,SI,NO,1.2,5.3,5,5,74.07,8,Bajo
GD0235,23,Masculino,5.2,Juegos móviles,Clash of Clans,Móvil,5.9,Regular,Aveces,Excelente,,2,Emocionado,Rara vez,NO,NO,NO,SI,NO,1.5,8.4,2,9.6,103.9,2,Bajo
GD0236,21,Masculino,5.5,MMO,Final Fantasy XIV,PC,5.3,Buena,Rara vez,Excelente,2.35,10,Inquieto,Frecuentemente,NO,SI,NO,NO,NO,3.9,8.7,3,5.3,121.44,11,Moderado
GD0237,17,Masculino,7.5,MOBA,League of Legends,Móvil,3.4,Muy Mala,Rara vez,Por debajo del promedio,2.62,,Ansioso,Nunca,NO,NO,SI,SI,NO,0.2,7.7,5,4.5,145.06,4,Moderado
GD0241,17,Masculino,2.3,FPS,Overwatch,Móvil,8.7,Buena,Frecuentemente,Bueno,1.39,,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,0.8,7,4,12.7,35.91,4,Bajo
GD0242,24,Masculino,0.7,FPS,Valorant,Multi-plataforma,8.3,Buena,Frecuentemente,Promedio,,5,Normal,Diariamente,NO,NO,NO,NO,NO,0.3,9.5,1,11,6.93,7,Bajo
GD0243,20,Masculino,6.6,MMO,Elder Scrolls Online,Consola,3.8,Muy Mala,Frecuentemente,Deficiente,3.02,3,Enojado,A veces,SI,SI,NO,SI,SI,0.1,8.1,3,7.5,50.22,9,Alto
GD0246,14,Masculino,1,MMO,World of Warcraft,Multi-plataforma,7.2,Regular,Frecuentemente,Por debajo del promedio,2.33,,Inquieto,A veces,NO,NO,NO,NO,NO,0.4,10.1,1,13.4,35.39,2,Bajo
GD0248,20,Masculino,8.2,FPS,CS:GO,Consola,3.2,Mala,Nunca,Reprobando,2.33,8,Ansioso,Rara vez,NO,NO,SI,NO,SI,3.6,5.8,5,5.2,103.72,2,Moderado
GD0249,18,Masculino,7.8,MMO,Final Fantasy XIV,Móvil,3.7,Muy Mala,Aveces,Deficiente,3.65,,Eufórico,Nunca,SI,SI,SI,NO,SI,1.4,5.8,6,6.3,89.41,6,Severo
GD0251,16,Masculino,4.6,Battle Royale,PUBG,Multi-plataforma,6,Muy Mala,Aveces,Por debajo del promedio,3.2,,Inquieto,Frecuentemente,NO,NO,NO,SI,NO,1.6,6.9,3,8.9,37.4,5,Bajo
GD0252,20,Masculino,8.2,MOBA,Dota 2,PC,5,Mala,Frecuentemente,Por debajo del promedio,2.21,6,Inquieto,A veces,SI,NO,SI,NO,SI,3.1,6.6,6,6.4,66.44,4,Alto
GD0255,19,Masculino,5.5,RPG,Cyberpunk 2077,Móvil,6.1,Regular,Rara vez,Deficiente,1.05,1,Irritable,Diariamente,NO,SI,NO,NO,NO,2.8,7.7,3,9.7,149.11,7,Moderado
GD0256,23,Masculino,4.4,Juegos móviles,PUBG Mobile,PC,6.3,Regular,Frecuentemente,Promedio,,1,Deprimido,Rara vez,NO,NO,NO,NO,NO,0.5,8.9,3,9.7,14.36,8,Bajo
GD0257,20,Masculino,7.9,FPS,Overwatch,Consola,4.7,Buena,Frecuentemente,Por debajo del promedio,1.94,6,Retraído,Nunca,SI,SI,NO,NO,SI,3.9,5.6,5,8,89.96,6,Alto
